CARRETERA,total_accidents,total_fatal_30d,total_serious_30d,total_victims_30d,total_bad_surface,total_proxy_substance,n_TCA_sections,ASI_pct,RCII_pct,RADAR_proxy_pct,dominant_cause
AGUA VIVA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUACATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUACATE (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUACHARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUADERO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUADORES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUADORES (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUADULCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUAMARINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUARDIENTERIAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUARON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUAS (DE LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUAVIVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUDIN (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUEDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUEDA DIEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUEDAS (LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUETOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILA (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILA (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILA REAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILA REAL (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILAFUENTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILAR DE CAMPOO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILAR DEL RIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILAS (DE LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILAS (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILEÑAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUILON (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUIRRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN BETANCOURT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN CALVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN DE BETANCOURT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN DE BETHANCOURT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN DE BETHENCOURT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN DE FOXA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN DE ITURBIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN DE ROJAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN DURAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN GARCIA GASCO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN GARCIA MALLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN IBARROLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN LARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN MORETO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN QUEROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN RODRIGUEZ BONAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN RODRIGUEZ SAHAGUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN SANCHEZ MILLAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN VIÑAMATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTIN Y ANTONIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTINA DE ARAGON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTINA DE ARAGON (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTINA FIERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTINAS RECOLETAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTINAS RECOLETAS-PROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUSTINOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AGUZANIEVES (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AH-25 PRADO DEL ESPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AH-30 CORTIJO NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AHI ATRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AHIJONES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AHILLONES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AHONES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AHORRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AHUMAOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AIGUES TORTES (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AIGÜES TORTES (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AILANTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AINSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AIRBUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AIRE (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AIROLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AIROSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AIZGORRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AJALPINOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AJALVIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AJALVIR (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AJALVIR ESTREMERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AJALVIR-VICALVARO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AJAR (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AJENJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AJOFRIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALABARDEROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALABASTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALABASTRO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALADIERNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALADIERNA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAGON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAGON (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAJATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALALPARDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALALPARDO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMBIQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMBRADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA (LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA ALTA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA BAJA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA CERO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA CUARTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA DE LA FUENTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA DE LA PEDRIZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA DE OSUNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA DE TORREJON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA DEL VALLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA PRIMERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA SEGUNDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDA TERCERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDAS (DE LAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMEDILLAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMILLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMILLO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMILLO ALTO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMILLO BAJO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMILLOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMILLOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMILLOS (PRIMERA SUBIDA) (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMILLOS (SEGUNDA SUBIDA) (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMIN (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMO (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMO BLANCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMO BLANCO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMO NEGRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMOS (LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAMOS BLANCOS (LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAN TURING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALANIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAR DEL REY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALARCON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALARICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALARILLA (CL 22),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALARO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAS CLARIN (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALATERNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAVA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALAZAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBA (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBA DE TORMES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBA DE TORMES (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBACETE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBACETE (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBADALEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBAHACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBAHACA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBAICIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBAIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBALATE DEL ARZOBISPO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBALI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBANEGA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBANIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBANIA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBARDIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBARES DE LA RIBERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBARICOQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBARICOQUE (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBARRACIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBARRACIN (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBARRACIN 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBARRACIN 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBARRACIN 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBARRACIN 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBASANZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBASIERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBATANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBATROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBATROS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBATROS (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBAÑILERIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBAÑILES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBAÑILES (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBELDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBENDIEGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBENIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBENIZ (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBENTOSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERCA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERCA (LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERCA 3 COMUNIDAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERCA LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERCHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERCHE (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERGUE JUVENIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERIQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERIZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERT AMON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERT BOADELLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERT CAMUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERT CAMUS (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERT EINSTEIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO AGUILERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO ALCOCER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO ALVAREZ CIENFUEGOS (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO BOSCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO CONTI (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO DE PALACIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO INSUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO JUZDADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO LEON PERALTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO MARCOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO MARIANO HUESCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO MARTIN ARTAJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO PALACIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO SANCHEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBERTO VILLANOVA FONT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBINO HERNANDEZ LAZARO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBINO PEREZ AYESTARAIN (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBINONI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBIR (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBITANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBOLLON (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBOREA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBUFERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBUFERA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBUFERA (LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBURQUERQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALBUÑUELAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCACEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCACER TEJARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA (ALALPARDO) (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA ALAPARDO CALLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA ALTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA ARGANDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA BAJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA DE GUADAIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA DE HENARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA DE HENARES (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA GALIANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA PASTRANA M-213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA-MONDEJAR (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA-TORRELAGUNA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALA-VILLAR DEL OLMO M-204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE ALFONSO VAZQUEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE ALFREDO DE CASTRO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE ALVAREZ DE VILLAAMIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE ANDRES ALARCON SOLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE ANDRES MADRID DAVILA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE ANGEL ARROYO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE ANTONIO CHAPADO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE ANTONIO JIMENEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE ANTONIO PARIENTE CUESTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE ANTONIO TORREGO BARTOLOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE ARISTIZABAL MANCHON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE AURELIO TALLON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE BRELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE CONDE DE MIRASOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE DE MOSTOLES (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE DE ZALAMEA (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE ELEUTERIO DURAN BARRERA (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE ENRIQUE GALVEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE EUSTAQUIO BAEZA (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE EVELIO FERNANDEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE FELIPE RUÍZ PÉREZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE FELIX HUERTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE FERNANDO MARTIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE FRANCISCO MORENO MENENDEZ (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE FRANCISCO SANTERO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE GARRIDO JUARISTI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE GUILLERMO ORTIZ (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE HELIODORO SANZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE HENCHE DE LA PLATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JESUS PRIETO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JOSE ANTONIO PONCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JOSE ARANDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JOSE DOMINGO MARTINEZ OLAZABAL (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JOSE FERNANDEZ CUERVO SANCHEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JOSE HUETE LOPEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JOSE MANUEL MATHEO LUACES (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JOSE MARIA DE LAS HERAS (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JOSE MARIA DURAN BRAÑA (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JOSE MARIA DURAN Y PELAYO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JOSE MIGUEL LORENTE PERALES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JOSE PARRAS (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JUAN ANTONIO GARCIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JUAN DE MATA SEVILLANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JUAN DURAN Y PELAYO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JUAN FRANCISCO GARCIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JUAN MAROTO CALLEJO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JUAN VERGARA (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JULIAN DEL YERRO DIAZ (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ALCALDE JULIO LABRANDERO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
