CARRETERA,total_accidents,total_fatal_30d,total_serious_30d,total_victims_30d,total_bad_surface,total_proxy_substance,n_TCA_sections,ASI_pct,RCII_pct,RADAR_proxy_pct,dominant_cause
JUAN HURTADO DE MENDOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN IGNACIO LUCA DE TENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN II (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN JOSE BAUTISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN JOSE GUREÑA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN JOSE MARTINEZ SECO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN JOSE MILLAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN JOSE MILLAS 2 COMUNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN JOSE MILLAS 4 COMUNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN JOSE ROSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN JOSE VIDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN LIMON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN LOPEZ MARQUEZ (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN LOZANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN M SANCHEZ PEDAGOGO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MANUEL PUENTE (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MARIA LEONET ZABALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MARINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MARSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MARTIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MARTIN EL EMPECINADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MARTINEZ ARROYO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MAZO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MENENDEZ CAMPILLO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MIEG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MIRO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MODESTO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MONTALVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN MUÑOZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN NAVARRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN NEGRIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN NEGRIN (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN OLIVARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN ORO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN OZOLLO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PABLO FORNER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PABLO II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PABLO II (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PANTOJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PASCUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PASCUAL DE MENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PEDRA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PEREZ ALMEIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PEREZ ZUÑIGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PEÑA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PEÑALVER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN POLO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PONCE DE LEON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PORTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PRADILLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN PRIETO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN RAMON JIMENEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN RAMON JIMENEZ (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN RIVERA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN RIZI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN ROF CARBALLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN RON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN RUBIO GARCIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN RUIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN RUIZ DE ALARCON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN RULFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN SALAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN SANCHEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN SANCHEZ RON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN SANZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN SEBASTIAN ELCANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN SEBASTIAN ELCANO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN TOLEDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN TORNERO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN URQUIJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN VALERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN VAN-HALEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN XXIII,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN XXIII (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN Y ANTONIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN ZAPATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN ZOFIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUAN ZORRILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA CAPDEVIELLE (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA DE CASTILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA DE MORALES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA DOÑA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA ELORZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA FRANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA FUENTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA GUTIERREZ (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA I (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA I DE CASTILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA LA LOCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA LA TAMBORA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA MARTIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA UROSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA VALLES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANA VILLARIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANELO TURRIANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUANITA CRUZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUBILADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUBILADO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUBILADOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUCAR (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUDEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUDEROS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUEGO CALVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUEGO DE BOLOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUEGO DE BOLOS (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUEGO DE LA PELOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUEGO DE PELOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUEGO DE PELOTA (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUEZ FERNANDO PAZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUEZ NARCISO ARIAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUGLARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUGUETERIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULES VEDRINES (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIA BALENCHANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIA CASTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIA DIAZ OLALLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIA GARCIA BOUTAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIA MARTIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIA MARTIN (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIA MEDIAVILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIA MERODIO RICO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIA MORENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIA NEBOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIA SAN ROMAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIA SANZ (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIA SOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN BAENA CASTRO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN BERRENDERO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN BESTEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN BESTEIRO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN CAMARILLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN CASADO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN DAVIÑAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN DEL CERRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN GAYARRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN GONZALEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN GONZALEZ SEGADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN GRIMAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN GRIMAU (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN HERNANDEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN LOPEZ SILVA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN MANZANO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN MARIAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN MERINO CUBILLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN NICOLAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN RABANEDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN REYZABAL LARROUY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN ROMEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN SANCHEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN VILLACIEROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIAN ZUGAZAGOITIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIANA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIANA MERINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIANA SANCHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO AGUIRRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO ALVAREZ ALVAREZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO ANTONIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO APARICIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO ATIENZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO BENITO VERON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO CALVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO CAMBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO CANO LASSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO CARO BAROJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO CARO BAROJA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO CASARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO CERVERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO CESAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO CHELLINI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO CORTAZAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO DANVILA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO DIAZ BAÑOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO DOMINGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO ESCOBAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO FERRER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO FUENTES (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO GARCIA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO GONZALEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO GONZALEZ VALERIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO HERRERO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO LOPEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO MERINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO MERINO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO MONTERO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO PALACIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO REY PASTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO ROMERO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO ROMERO DE TORRES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO ROMERO DE TORRES (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO RUIZ DE ALDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO VALDEON (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JULIO VERNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUMAR (EL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUMBO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUMILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNCAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNCAL (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNCAREJO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNCAREJO (DEL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNCOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNCOS (DE LOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNIPEROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNKAL (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNQUERA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNQUERA (LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNTA CENTRAL SUPREMA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNTA DE CASTILLA-LEON (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNTAS UR JUNTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUNTERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUPITER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUPITER (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JURA DE SANTA GADEA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUSTA GARCIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUSTICIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUSTICIA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUSTINA DE LA FUENTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUSTINA VELASCO MARTIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUSTINIANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUSTINIANO (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUSTO BASANTA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUSTO MARTINEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUSTO OREJA PEDRAZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUSTO USLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUVENTUD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JUVENTUD (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
JV-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
K LA PELUQUERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KABALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KALAHARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KALAMOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KALMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KANNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KARL BRAUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KELSEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KENTIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KERRIA (DE LA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KEYNES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KIEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KIFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KILIMANJARO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KIOTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
KRIPTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ACACIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ACEBEDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ADRADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ALBERCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ALBERCA DE ZANCARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ALBERICIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ALEGRIA DE LA HUERTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ALMAZARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ALMUNIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ALONDRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ATALAYA REAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA AVUTARDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA BAÑA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA BAÑEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA BISBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA BRUJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CABAÑA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CABRERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CALERA (POLIGONO 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CALERIZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CALESERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CALLEJUELA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CANCHA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CANCION DEL OLVIDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CANDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CAPILLA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CARCAVILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CARDOSA DS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CAROLINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CENICIENTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CERCA LA MATA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CERCA LA POZA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CHULAPONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA COBAÑERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA COLADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CORRALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CORTE DE FARAON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CORUÑA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CORUÑA (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CRUZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CRUZ DE PIEDRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA CUESTA DE LA IGLESIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA DEHESA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA DEL MANOJO DE ROSAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA DEL SOTO DEL PARRAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA DILIGENCIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA DOLOROSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA EPOCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ERMITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ESCALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ESPAÑOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA ESTRADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA FLAMENCA DISEMINADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA GAVIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA GRAN MURALLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA GRANJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA GRANJA DE SAN ILDEFONSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA GUANCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA HABANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA HAYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA HIRUELA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LA HUERTA DE LOS RUEDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
