CARRETERA,TIPO_ACCIDENTE_LABEL,YEAR,n_accidents,n_total_road_year,rel_freq_pct
A-4,Colisión múltiple,2020,7,94,7.4468
A-4,Colisión múltiple,2021,13,116,11.2069
A-4,Colisión múltiple,2022,14,134,10.4478
A-4,Colisión múltiple,2023,18,141,12.766
A-4,Colisión múltiple,2024,11,151,7.2848
A-4,Colisión por alcance,2016,48,136,35.2941
A-4,Colisión por alcance,2017,73,164,44.5122
A-4,Colisión por alcance,2018,59,157,37.5796
A-4,Colisión por alcance,2019,64,143,44.7552
A-4,Colisión por alcance,2020,44,94,46.8085
A-4,Colisión por alcance,2021,53,116,45.6897
A-4,Colisión por alcance,2022,59,134,44.0299
A-4,Colisión por alcance,2023,67,141,47.5177
A-4,Colisión por alcance,2024,78,151,51.6556
A-4,Otro tipo de accidente,2018,1,157,0.6369
A-4,Otro tipo de accidente,2019,1,143,0.6993
A-4,Otro tipo de accidente,2022,1,134,0.7463
A-4,Otro tipo de accidente,2024,1,151,0.6623
A-4,Salida de la vía por la derecha con colisión,2016,7,136,5.1471
A-4,Salida de la vía por la derecha con colisión,2017,6,164,3.6585
A-4,Salida de la vía por la derecha con colisión,2018,10,157,6.3694
A-4,Salida de la vía por la derecha con colisión,2019,13,143,9.0909
A-4,Salida de la vía por la derecha con colisión,2020,4,94,4.2553
A-4,Salida de la vía por la derecha con colisión,2021,5,116,4.3103
A-4,Salida de la vía por la derecha con colisión,2022,7,134,5.2239
A-4,Salida de la vía por la derecha con colisión,2023,2,141,1.4184
A-4,Salida de la vía por la derecha con colisión,2024,2,151,1.3245
A-4,Salida de la vía por la derecha con vuelco,2016,9,136,6.6176
A-4,Salida de la vía por la derecha con vuelco,2017,1,164,0.6098
A-4,Salida de la vía por la derecha con vuelco,2018,7,157,4.4586
A-4,Salida de la vía por la derecha con vuelco,2019,1,143,0.6993
A-4,Salida de la vía por la derecha con vuelco,2020,2,94,2.1277
A-4,Salida de la vía por la derecha con vuelco,2021,2,116,1.7241
A-4,Salida de la vía por la derecha con vuelco,2022,3,134,2.2388
A-4,Salida de la vía por la derecha con vuelco,2023,3,141,2.1277
A-4,Salida de la vía por la derecha con vuelco,2024,5,151,3.3113
A-4,Salida de la vía por la derecha otro tipo,2016,1,136,0.7353
A-4,Salida de la vía por la derecha otro tipo,2018,4,157,2.5478
A-4,Salida de la vía por la derecha otro tipo,2019,2,143,1.3986
A-4,Salida de la vía por la derecha otro tipo,2020,3,94,3.1915
A-4,Salida de la vía por la derecha otro tipo,2021,1,116,0.8621
A-4,Salida de la vía por la derecha otro tipo,2022,4,134,2.9851
A-4,Salida de la vía por la derecha otro tipo,2023,3,141,2.1277
A-4,Salida de la vía por la derecha otro tipo,2024,3,151,1.9868
A-4,Salida de la vía por la izquierda con colisión,2016,10,136,7.3529
A-4,Salida de la vía por la izquierda con colisión,2017,7,164,4.2683
A-4,Salida de la vía por la izquierda con colisión,2018,11,157,7.0064
A-4,Salida de la vía por la izquierda con colisión,2019,1,143,0.6993
A-4,Salida de la vía por la izquierda con colisión,2020,3,94,3.1915
A-4,Salida de la vía por la izquierda con colisión,2021,3,116,2.5862
A-4,Salida de la vía por la izquierda con colisión,2022,9,134,6.7164
A-4,Salida de la vía por la izquierda con colisión,2023,4,141,2.8369
A-4,Salida de la vía por la izquierda con colisión,2024,9,151,5.9603
A-4,Salida de la vía por la izquierda con despeñamiento,2020,1,94,1.0638
A-4,Salida de la vía por la izquierda con vuelco,2016,4,136,2.9412
A-4,Salida de la vía por la izquierda con vuelco,2018,3,157,1.9108
A-4,Salida de la vía por la izquierda con vuelco,2019,3,143,2.0979
A-4,Salida de la vía por la izquierda con vuelco,2020,2,94,2.1277
A-4,Salida de la vía por la izquierda con vuelco,2021,4,116,3.4483
A-4,Salida de la vía por la izquierda con vuelco,2022,4,134,2.9851
A-4,Salida de la vía por la izquierda con vuelco,2023,2,141,1.4184
A-4,Salida de la vía por la izquierda con vuelco,2024,1,151,0.6623
A-4,"Salida de la vía por la izquierda, otro tipo",2016,2,136,1.4706
A-4,"Salida de la vía por la izquierda, otro tipo",2017,3,164,1.8293
A-4,"Salida de la vía por la izquierda, otro tipo",2018,4,157,2.5478
A-4,"Salida de la vía por la izquierda, otro tipo",2019,6,143,4.1958
A-4,"Salida de la vía por la izquierda, otro tipo",2020,4,94,4.2553
A-4,"Salida de la vía por la izquierda, otro tipo",2021,1,116,0.8621
A-4,"Salida de la vía por la izquierda, otro tipo",2022,2,134,1.4925
A-4,"Salida de la vía por la izquierda, otro tipo",2023,2,141,1.4184
A-4,"Salida de la vía por la izquierda, otro tipo",2024,1,151,0.6623
A-4,Vuelco,2016,2,136,1.4706
A-4,Vuelco,2022,2,134,1.4925
A-4,Vuelco,2023,1,141,0.7092
A-4 V.S.,Colisión por alcance,2019,1,1,100.0
A-42,Atropello a personas,2016,3,130,2.3077
A-42,Atropello a personas,2017,3,147,2.0408
A-42,Atropello a personas,2018,2,140,1.4286
A-42,Atropello a personas,2019,4,145,2.7586
A-42,Atropello a personas,2020,1,76,1.3158
A-42,Atropello a personas,2021,1,86,1.1628
A-42,Atropello a personas,2023,1,126,0.7937
A-42,Atropello a personas,2024,4,111,3.6036
A-42,Caída,2016,4,130,3.0769
A-42,Caída,2018,4,140,2.8571
A-42,Caída,2019,6,145,4.1379
A-42,Caída,2020,1,76,1.3158
A-42,Caída,2021,1,86,1.1628
A-42,Caída,2022,5,103,4.8544
A-42,Caída,2023,6,126,4.7619
A-42,Caída,2024,2,111,1.8018
A-42,Colisión contra obstáculo o elemento de la vía,2016,1,130,0.7692
A-42,Colisión contra obstáculo o elemento de la vía,2018,3,140,2.1429
A-42,Colisión contra obstáculo o elemento de la vía,2020,1,76,1.3158
A-42,Colisión contra obstáculo o elemento de la vía,2022,3,103,2.9126
A-42,Colisión frontal,2016,3,130,2.3077
A-42,Colisión frontal,2018,1,140,0.7143
A-42,Colisión frontal,2019,3,145,2.069
A-42,Colisión frontal,2020,1,76,1.3158
A-42,Colisión frontal,2024,1,111,0.9009
A-42,Colisión fronto-lateral,2016,5,130,3.8462
A-42,Colisión fronto-lateral,2017,5,147,3.4014
A-42,Colisión fronto-lateral,2018,9,140,6.4286
A-42,Colisión fronto-lateral,2019,2,145,1.3793
A-42,Colisión fronto-lateral,2020,2,76,2.6316
A-42,Colisión fronto-lateral,2021,3,86,3.4884
A-42,Colisión fronto-lateral,2022,2,103,1.9417
A-42,Colisión fronto-lateral,2023,5,126,3.9683
A-42,Colisión fronto-lateral,2024,2,111,1.8018
A-42,Colisión lateral,2016,11,130,8.4615
A-42,Colisión lateral,2017,10,147,6.8027
A-42,Colisión lateral,2018,5,140,3.5714
A-42,Colisión lateral,2019,10,145,6.8966
A-42,Colisión lateral,2020,9,76,11.8421
A-42,Colisión lateral,2021,7,86,8.1395
A-42,Colisión lateral,2022,6,103,5.8252
A-42,Colisión lateral,2023,9,126,7.1429
A-42,Colisión lateral,2024,16,111,14.4144
A-42,Colisión múltiple,2016,25,130,19.2308
A-42,Colisión múltiple,2017,28,147,19.0476
A-42,Colisión múltiple,2018,24,140,17.1429
A-42,Colisión múltiple,2019,34,145,23.4483
A-42,Colisión múltiple,2020,6,76,7.8947
A-42,Colisión múltiple,2021,16,86,18.6047
A-42,Colisión múltiple,2022,15,103,14.5631
A-42,Colisión múltiple,2023,17,126,13.4921
A-42,Colisión múltiple,2024,14,111,12.6126
A-42,Colisión por alcance,2016,59,130,45.3846
A-42,Colisión por alcance,2017,74,147,50.3401
A-42,Colisión por alcance,2018,68,140,48.5714
A-42,Colisión por alcance,2019,68,145,46.8966
A-42,Colisión por alcance,2020,41,76,53.9474
A-42,Colisión por alcance,2021,41,86,47.6744
A-42,Colisión por alcance,2022,59,103,57.2816
A-42,Colisión por alcance,2023,72,126,57.1429
A-42,Colisión por alcance,2024,60,111,54.0541
A-42,Otro tipo de accidente,2016,1,130,0.7692
A-42,Otro tipo de accidente,2017,1,147,0.6803
A-42,Otro tipo de accidente,2022,1,103,0.9709
A-42,Otro tipo de accidente,2023,2,126,1.5873
A-42,Salida de la vía por la derecha con colisión,2016,4,130,3.0769
A-42,Salida de la vía por la derecha con colisión,2017,8,147,5.4422
A-42,Salida de la vía por la derecha con colisión,2018,9,140,6.4286
A-42,Salida de la vía por la derecha con colisión,2019,3,145,2.069
A-42,Salida de la vía por la derecha con colisión,2020,3,76,3.9474
A-42,Salida de la vía por la derecha con colisión,2021,3,86,3.4884
A-42,Salida de la vía por la derecha con colisión,2022,4,103,3.8835
A-42,Salida de la vía por la derecha con colisión,2023,4,126,3.1746
A-42,Salida de la vía por la derecha con colisión,2024,4,111,3.6036
A-42,Salida de la vía por la derecha con vuelco,2016,1,130,0.7692
A-42,Salida de la vía por la derecha con vuelco,2017,2,147,1.3605
A-42,Salida de la vía por la derecha con vuelco,2018,2,140,1.4286
A-42,Salida de la vía por la derecha con vuelco,2019,2,145,1.3793
A-42,Salida de la vía por la derecha con vuelco,2020,3,76,3.9474
A-42,Salida de la vía por la derecha con vuelco,2021,1,86,1.1628
A-42,Salida de la vía por la derecha con vuelco,2022,1,103,0.9709
A-42,Salida de la vía por la derecha con vuelco,2023,3,126,2.381
A-42,Salida de la vía por la derecha otro tipo,2016,3,130,2.3077
A-42,Salida de la vía por la derecha otro tipo,2017,1,147,0.6803
A-42,Salida de la vía por la derecha otro tipo,2018,2,140,1.4286
A-42,Salida de la vía por la derecha otro tipo,2019,2,145,1.3793
A-42,Salida de la vía por la derecha otro tipo,2020,3,76,3.9474
A-42,Salida de la vía por la derecha otro tipo,2021,2,86,2.3256
A-42,Salida de la vía por la derecha otro tipo,2022,2,103,1.9417
A-42,Salida de la vía por la derecha otro tipo,2024,2,111,1.8018
A-42,Salida de la vía por la izquierda con colisión,2016,5,130,3.8462
A-42,Salida de la vía por la izquierda con colisión,2017,6,147,4.0816
A-42,Salida de la vía por la izquierda con colisión,2018,3,140,2.1429
A-42,Salida de la vía por la izquierda con colisión,2019,7,145,4.8276
A-42,Salida de la vía por la izquierda con colisión,2020,3,76,3.9474
A-42,Salida de la vía por la izquierda con colisión,2021,4,86,4.6512
A-42,Salida de la vía por la izquierda con colisión,2022,3,103,2.9126
A-42,Salida de la vía por la izquierda con colisión,2023,1,126,0.7937
A-42,Salida de la vía por la izquierda con colisión,2024,4,111,3.6036
A-42,Salida de la vía por la izquierda con vuelco,2016,3,130,2.3077
A-42,Salida de la vía por la izquierda con vuelco,2017,2,147,1.3605
A-42,Salida de la vía por la izquierda con vuelco,2018,4,140,2.8571
A-42,Salida de la vía por la izquierda con vuelco,2019,3,145,2.069
A-42,Salida de la vía por la izquierda con vuelco,2020,1,76,1.3158
A-42,Salida de la vía por la izquierda con vuelco,2021,5,86,5.814
A-42,Salida de la vía por la izquierda con vuelco,2023,1,126,0.7937
A-42,"Salida de la vía por la izquierda, otro tipo",2016,2,130,1.5385
A-42,"Salida de la vía por la izquierda, otro tipo",2017,5,147,3.4014
A-42,"Salida de la vía por la izquierda, otro tipo",2018,4,140,2.8571
A-42,"Salida de la vía por la izquierda, otro tipo",2019,1,145,0.6897
A-42,"Salida de la vía por la izquierda, otro tipo",2020,1,76,1.3158
A-42,"Salida de la vía por la izquierda, otro tipo",2021,2,86,2.3256
A-42,"Salida de la vía por la izquierda, otro tipo",2022,2,103,1.9417
A-42,"Salida de la vía por la izquierda, otro tipo",2023,5,126,3.9683
A-42,"Salida de la vía por la izquierda, otro tipo",2024,1,111,0.9009
A-42,Vuelco,2017,2,147,1.3605
A-42,Vuelco,2024,1,111,0.9009
A-5,Atropello a animales,2022,2,115,1.7391
A-5,Atropello a personas,2016,2,132,1.5152
A-5,Atropello a personas,2019,3,159,1.8868
A-5,Atropello a personas,2020,1,72,1.3889
A-5,Atropello a personas,2021,1,104,0.9615
A-5,Atropello a personas,2022,1,115,0.8696
A-5,Atropello a personas,2023,1,125,0.8
A-5,Atropello a personas,2024,1,152,0.6579
A-5,Caída,2016,4,132,3.0303
A-5,Caída,2017,6,134,4.4776
A-5,Caída,2018,4,156,2.5641
A-5,Caída,2019,6,159,3.7736
A-5,Caída,2020,2,72,2.7778
A-5,Caída,2021,3,104,2.8846
A-5,Caída,2022,6,115,5.2174
A-5,Caída,2023,1,125,0.8
A-5,Colisión contra obstáculo o elemento de la vía,2016,1,132,0.7576
A-5,Colisión contra obstáculo o elemento de la vía,2020,1,72,1.3889
A-5,Colisión contra obstáculo o elemento de la vía,2023,1,125,0.8
A-5,Colisión contra obstáculo o elemento de la vía,2024,2,152,1.3158
A-5,Colisión frontal,2016,3,132,2.2727
A-5,Colisión frontal,2017,1,134,0.7463
A-5,Colisión frontal,2019,1,159,0.6289
A-5,Colisión frontal,2023,1,125,0.8
A-5,Colisión fronto-lateral,2017,2,134,1.4925
A-5,Colisión fronto-lateral,2018,4,156,2.5641
A-5,Colisión fronto-lateral,2019,5,159,3.1447
A-5,Colisión fronto-lateral,2021,3,104,2.8846
A-5,Colisión fronto-lateral,2022,3,115,2.6087
A-5,Colisión fronto-lateral,2023,3,125,2.4
A-5,Colisión fronto-lateral,2024,5,152,3.2895
A-5,Colisión lateral,2016,17,132,12.8788
A-5,Colisión lateral,2017,10,134,7.4627
A-5,Colisión lateral,2018,15,156,9.6154
A-5,Colisión lateral,2019,13,159,8.1761
A-5,Colisión lateral,2020,8,72,11.1111
A-5,Colisión lateral,2021,10,104,9.6154
A-5,Colisión lateral,2022,13,115,11.3043
A-5,Colisión lateral,2023,10,125,8.0
A-5,Colisión lateral,2024,12,152,7.8947
A-5,Colisión múltiple,2016,39,132,29.5455
A-5,Colisión múltiple,2017,48,134,35.8209
A-5,Colisión múltiple,2018,42,156,26.9231
A-5,Colisión múltiple,2019,36,159,22.6415
A-5,Colisión múltiple,2020,17,72,23.6111
A-5,Colisión múltiple,2021,22,104,21.1538
A-5,Colisión múltiple,2022,27,115,23.4783
A-5,Colisión múltiple,2023,27,125,21.6
A-5,Colisión múltiple,2024,38,152,25.0
A-5,Colisión por alcance,2016,49,132,37.1212
A-5,Colisión por alcance,2017,46,134,34.3284
A-5,Colisión por alcance,2018,56,156,35.8974
A-5,Colisión por alcance,2019,71,159,44.6541
A-5,Colisión por alcance,2020,30,72,41.6667
A-5,Colisión por alcance,2021,52,104,50.0
A-5,Colisión por alcance,2022,50,115,43.4783
A-5,Colisión por alcance,2023,64,125,51.2
A-5,Colisión por alcance,2024,69,152,45.3947
A-5,Otro tipo de accidente,2016,2,132,1.5152
A-5,Otro tipo de accidente,2017,1,134,0.7463
A-5,Otro tipo de accidente,2018,1,156,0.641
A-5,Otro tipo de accidente,2019,4,159,2.5157
A-5,Otro tipo de accidente,2022,1,115,0.8696
A-5,Otro tipo de accidente,2024,1,152,0.6579
A-5,Salida de la vía por la derecha con colisión,2016,4,132,3.0303
A-5,Salida de la vía por la derecha con colisión,2017,4,134,2.9851
A-5,Salida de la vía por la derecha con colisión,2018,11,156,7.0513
A-5,Salida de la vía por la derecha con colisión,2019,2,159,1.2579
A-5,Salida de la vía por la derecha con colisión,2020,2,72,2.7778
A-5,Salida de la vía por la derecha con colisión,2021,5,104,4.8077
A-5,Salida de la vía por la derecha con colisión,2022,4,115,3.4783
A-5,Salida de la vía por la derecha con colisión,2023,2,125,1.6
A-5,Salida de la vía por la derecha con colisión,2024,9,152,5.9211
A-5,Salida de la vía por la derecha con despeñamiento,2017,1,134,0.7463
A-5,Salida de la vía por la derecha con despeñamiento,2018,1,156,0.641
A-5,Salida de la vía por la derecha con despeñamiento,2024,1,152,0.6579
A-5,Salida de la vía por la derecha con vuelco,2016,1,132,0.7576
A-5,Salida de la vía por la derecha con vuelco,2018,1,156,0.641
A-5,Salida de la vía por la derecha con vuelco,2019,3,159,1.8868
A-5,Salida de la vía por la derecha con vuelco,2020,3,72,4.1667
A-5,Salida de la vía por la derecha con vuelco,2023,3,125,2.4
A-5,Salida de la vía por la derecha con vuelco,2024,2,152,1.3158
A-5,Salida de la vía por la derecha otro tipo,2016,3,132,2.2727
A-5,Salida de la vía por la derecha otro tipo,2017,4,134,2.9851
A-5,Salida de la vía por la derecha otro tipo,2018,5,156,3.2051
A-5,Salida de la vía por la derecha otro tipo,2020,1,72,1.3889
A-5,Salida de la vía por la derecha otro tipo,2021,1,104,0.9615
A-5,Salida de la vía por la derecha otro tipo,2022,1,115,0.8696
A-5,Salida de la vía por la derecha otro tipo,2023,1,125,0.8
A-5,Salida de la vía por la derecha otro tipo,2024,1,152,0.6579
A-5,Salida de la vía por la izquierda con colisión,2016,2,132,1.5152
A-5,Salida de la vía por la izquierda con colisión,2017,6,134,4.4776
A-5,Salida de la vía por la izquierda con colisión,2018,12,156,7.6923
A-5,Salida de la vía por la izquierda con colisión,2019,9,159,5.6604
A-5,Salida de la vía por la izquierda con colisión,2020,3,72,4.1667
A-5,Salida de la vía por la izquierda con colisión,2021,4,104,3.8462
A-5,Salida de la vía por la izquierda con colisión,2022,4,115,3.4783
A-5,Salida de la vía por la izquierda con colisión,2023,2,125,1.6
A-5,Salida de la vía por la izquierda con colisión,2024,7,152,4.6053
A-5,Salida de la vía por la izquierda con vuelco,2016,2,132,1.5152
A-5,Salida de la vía por la izquierda con vuelco,2017,4,134,2.9851
A-5,Salida de la vía por la izquierda con vuelco,2018,4,156,2.5641
A-5,Salida de la vía por la izquierda con vuelco,2019,2,159,1.2579
A-5,Salida de la vía por la izquierda con vuelco,2020,3,72,4.1667
A-5,Salida de la vía por la izquierda con vuelco,2021,3,104,2.8846
A-5,Salida de la vía por la izquierda con vuelco,2022,1,115,0.8696
A-5,Salida de la vía por la izquierda con vuelco,2023,2,125,1.6
A-5,Salida de la vía por la izquierda con vuelco,2024,2,152,1.3158
A-5,"Salida de la vía por la izquierda, otro tipo",2016,2,132,1.5152
A-5,"Salida de la vía por la izquierda, otro tipo",2017,1,134,0.7463
A-5,"Salida de la vía por la izquierda, otro tipo",2019,4,159,2.5157
A-5,"Salida de la vía por la izquierda, otro tipo",2020,1,72,1.3889
A-5,"Salida de la vía por la izquierda, otro tipo",2022,2,115,1.7391
A-5,"Salida de la vía por la izquierda, otro tipo",2023,5,125,4.0
A-5,"Salida de la vía por la izquierda, otro tipo",2024,2,152,1.3158
A-5,Vuelco,2016,1,132,0.7576
A-5,Vuelco,2023,2,125,1.6
A-5/1,Caída,2018,3,23,13.0435
A-5/1,Caída,2019,1,20,5.0
A-5/1,Colisión contra obstáculo o elemento de la vía,2020,1,11,9.0909
A-5/1,Colisión lateral,2016,3,12,25.0
A-5/1,Colisión lateral,2017,2,13,15.3846
A-5/1,Colisión lateral,2018,1,23,4.3478
A-5/1,Colisión lateral,2019,3,20,15.0
A-5/1,Colisión múltiple,2017,1,13,7.6923
A-5/1,Colisión múltiple,2018,6,23,26.087
A-5/1,Colisión múltiple,2019,2,20,10.0
A-5/1,Colisión múltiple,2020,1,11,9.0909
A-5/1,Colisión múltiple,2021,1,2,50.0
A-5/1,Colisión por alcance,2016,4,12,33.3333
A-5/1,Colisión por alcance,2017,6,13,46.1538
A-5/1,Colisión por alcance,2018,7,23,30.4348
A-5/1,Colisión por alcance,2019,8,20,40.0
A-5/1,Colisión por alcance,2020,5,11,45.4545
A-5/1,Colisión por alcance,2021,1,2,50.0
A-5/1,Otro tipo de accidente,2019,1,20,5.0
A-5/1,Salida de la vía por la derecha con colisión,2016,1,12,8.3333
A-5/1,Salida de la vía por la derecha con colisión,2017,1,13,7.6923
A-5/1,Salida de la vía por la derecha con colisión,2018,3,23,13.0435
A-5/1,Salida de la vía por la derecha con colisión,2019,2,20,10.0
A-5/1,Salida de la vía por la derecha con colisión,2020,2,11,18.1818
A-5/1,Salida de la vía por la derecha con vuelco,2020,1,11,9.0909
A-5/1,Salida de la vía por la derecha otro tipo,2018,1,23,4.3478
A-5/1,Salida de la vía por la derecha otro tipo,2019,3,20,15.0
A-5/1,Salida de la vía por la derecha otro tipo,2020,1,11,9.0909
A-5/1,Salida de la vía por la izquierda con vuelco,2016,3,12,25.0
A-5/1,Salida de la vía por la izquierda con vuelco,2017,3,13,23.0769
A-5/1,Salida de la vía por la izquierda con vuelco,2018,1,23,4.3478
A-5/1,"Salida de la vía por la izquierda, otro tipo",2016,1,12,8.3333
A-5/1,"Salida de la vía por la izquierda, otro tipo",2018,1,23,4.3478
A-5R,Caída,2021,2,7,28.5714
A-5R,Caída,2022,1,10,10.0
A-5R,Colisión fronto-lateral,2023,1,8,12.5
A-5R,Colisión fronto-lateral,2024,1,13,7.6923
A-5R,Colisión lateral,2021,1,7,14.2857
A-5R,Colisión lateral,2022,1,10,10.0
A-5R,Colisión lateral,2023,1,8,12.5
A-5R,Colisión lateral,2024,3,13,23.0769
A-5R,Colisión múltiple,2022,2,10,20.0
A-5R,Colisión múltiple,2024,3,13,23.0769
A-5R,Colisión por alcance,2021,3,7,42.8571
A-5R,Colisión por alcance,2022,5,10,50.0
A-5R,Colisión por alcance,2023,4,8,50.0
A-5R,Colisión por alcance,2024,6,13,46.1538
A-5R,Salida de la vía por la derecha con colisión,2021,1,7,14.2857
A-5R,Salida de la vía por la derecha con colisión,2023,1,8,12.5
A-5R,Salida de la vía por la derecha con vuelco,2022,1,10,10.0
A-5R,Salida de la vía por la derecha otro tipo,2023,1,8,12.5
A-6,Atropello a personas,2016,3,175,1.7143
