CARRETERA,TIPO_ACCIDENTE_LABEL,YEAR,n_accidents,n_total_road_year,rel_freq_pct
M-406,Colisión frontal,2023,1,22,4.5455
M-406,Colisión fronto-lateral,2017,6,23,26.087
M-406,Colisión fronto-lateral,2018,6,32,18.75
M-406,Colisión fronto-lateral,2019,7,28,25.0
M-406,Colisión fronto-lateral,2020,3,18,16.6667
M-406,Colisión fronto-lateral,2021,4,25,16.0
M-406,Colisión fronto-lateral,2022,6,25,24.0
M-406,Colisión fronto-lateral,2023,6,22,27.2727
M-406,Colisión fronto-lateral,2024,2,18,11.1111
M-406,Colisión lateral,2016,3,22,13.6364
M-406,Colisión lateral,2017,2,23,8.6957
M-406,Colisión lateral,2018,3,32,9.375
M-406,Colisión lateral,2019,3,28,10.7143
M-406,Colisión lateral,2020,2,18,11.1111
M-406,Colisión lateral,2021,4,25,16.0
M-406,Colisión lateral,2022,1,25,4.0
M-406,Colisión lateral,2023,1,22,4.5455
M-406,Colisión lateral,2024,2,18,11.1111
M-406,Colisión múltiple,2016,1,22,4.5455
M-406,Colisión múltiple,2017,1,23,4.3478
M-406,Colisión múltiple,2019,1,28,3.5714
M-406,Colisión por alcance,2016,6,22,27.2727
M-406,Colisión por alcance,2017,8,23,34.7826
M-406,Colisión por alcance,2018,9,32,28.125
M-406,Colisión por alcance,2019,6,28,21.4286
M-406,Colisión por alcance,2020,5,18,27.7778
M-406,Colisión por alcance,2021,12,25,48.0
M-406,Colisión por alcance,2022,11,25,44.0
M-406,Colisión por alcance,2023,7,22,31.8182
M-406,Colisión por alcance,2024,10,18,55.5556
M-406,Otro tipo de accidente,2016,1,22,4.5455
M-406,Otro tipo de accidente,2020,1,18,5.5556
M-406,Salida de la vía por la derecha con colisión,2017,1,23,4.3478
M-406,Salida de la vía por la derecha con colisión,2018,1,32,3.125
M-406,Salida de la vía por la derecha con colisión,2020,1,18,5.5556
M-406,Salida de la vía por la derecha con colisión,2023,1,22,4.5455
M-406,Salida de la vía por la derecha con colisión,2024,1,18,5.5556
M-406,Salida de la vía por la derecha con vuelco,2016,2,22,9.0909
M-406,Salida de la vía por la derecha con vuelco,2017,1,23,4.3478
M-406,Salida de la vía por la derecha con vuelco,2018,1,32,3.125
M-406,Salida de la vía por la derecha con vuelco,2019,1,28,3.5714
M-406,Salida de la vía por la derecha con vuelco,2020,1,18,5.5556
M-406,Salida de la vía por la derecha otro tipo,2016,3,22,13.6364
M-406,Salida de la vía por la derecha otro tipo,2017,1,23,4.3478
M-406,Salida de la vía por la derecha otro tipo,2018,2,32,6.25
M-406,Salida de la vía por la derecha otro tipo,2019,2,28,7.1429
M-406,Salida de la vía por la derecha otro tipo,2020,1,18,5.5556
M-406,Salida de la vía por la derecha otro tipo,2021,1,25,4.0
M-406,Salida de la vía por la derecha otro tipo,2022,2,25,8.0
M-406,Salida de la vía por la derecha otro tipo,2023,1,22,4.5455
M-406,Salida de la vía por la izquierda con colisión,2016,2,22,9.0909
M-406,Salida de la vía por la izquierda con colisión,2018,2,32,6.25
M-406,Salida de la vía por la izquierda con colisión,2020,1,18,5.5556
M-406,Salida de la vía por la izquierda con vuelco,2022,1,25,4.0
M-406,"Salida de la vía por la izquierda, otro tipo",2018,1,32,3.125
M-406,"Salida de la vía por la izquierda, otro tipo",2019,1,28,3.5714
M-406,"Salida de la vía por la izquierda, otro tipo",2023,1,22,4.5455
M-406,"Salida de la vía por la izquierda, otro tipo",2024,1,18,5.5556
M-406,Vuelco,2019,1,28,3.5714
M-406,Vuelco,2022,1,25,4.0
M-407,Atropello a animales,2022,1,20,5.0
M-407,Atropello a personas,2017,1,25,4.0
M-407,Atropello a personas,2019,2,34,5.8824
M-407,Atropello a personas,2021,1,20,5.0
M-407,Atropello a personas,2022,1,20,5.0
M-407,Atropello a personas,2023,1,10,10.0
M-407,Caída,2016,2,23,8.6957
M-407,Caída,2018,1,22,4.5455
M-407,Caída,2019,2,34,5.8824
M-407,Caída,2020,1,15,6.6667
M-407,Caída,2021,3,20,15.0
M-407,Caída,2022,1,20,5.0
M-407,Caída,2023,1,10,10.0
M-407,Colisión contra obstáculo o elemento de la vía,2018,2,22,9.0909
M-407,Colisión contra obstáculo o elemento de la vía,2019,1,34,2.9412
M-407,Colisión contra obstáculo o elemento de la vía,2024,1,21,4.7619
M-407,Colisión fronto-lateral,2016,5,23,21.7391
M-407,Colisión fronto-lateral,2017,4,25,16.0
M-407,Colisión fronto-lateral,2018,3,22,13.6364
M-407,Colisión fronto-lateral,2019,6,34,17.6471
M-407,Colisión fronto-lateral,2020,2,15,13.3333
M-407,Colisión fronto-lateral,2021,3,20,15.0
M-407,Colisión fronto-lateral,2022,5,20,25.0
M-407,Colisión fronto-lateral,2024,3,21,14.2857
M-407,Colisión lateral,2016,3,23,13.0435
M-407,Colisión lateral,2017,6,25,24.0
M-407,Colisión lateral,2018,2,22,9.0909
M-407,Colisión lateral,2019,6,34,17.6471
M-407,Colisión lateral,2020,4,15,26.6667
M-407,Colisión lateral,2021,2,20,10.0
M-407,Colisión lateral,2022,4,20,20.0
M-407,Colisión lateral,2023,2,10,20.0
M-407,Colisión lateral,2024,2,21,9.5238
M-407,Colisión múltiple,2016,1,23,4.3478
M-407,Colisión múltiple,2017,3,25,12.0
M-407,Colisión múltiple,2019,1,34,2.9412
M-407,Colisión múltiple,2021,1,20,5.0
M-407,Colisión por alcance,2016,5,23,21.7391
M-407,Colisión por alcance,2017,5,25,20.0
M-407,Colisión por alcance,2018,6,22,27.2727
M-407,Colisión por alcance,2019,6,34,17.6471
M-407,Colisión por alcance,2020,5,15,33.3333
M-407,Colisión por alcance,2021,4,20,20.0
M-407,Colisión por alcance,2022,5,20,25.0
M-407,Colisión por alcance,2023,4,10,40.0
M-407,Colisión por alcance,2024,7,21,33.3333
M-407,Otro tipo de accidente,2016,1,23,4.3478
M-407,Otro tipo de accidente,2019,1,34,2.9412
M-407,Otro tipo de accidente,2021,2,20,10.0
M-407,Otro tipo de accidente,2024,1,21,4.7619
M-407,Salida de la vía por la derecha con colisión,2016,2,23,8.6957
M-407,Salida de la vía por la derecha con colisión,2017,2,25,8.0
M-407,Salida de la vía por la derecha con colisión,2018,1,22,4.5455
M-407,Salida de la vía por la derecha con colisión,2019,2,34,5.8824
M-407,Salida de la vía por la derecha con colisión,2020,1,15,6.6667
M-407,Salida de la vía por la derecha con colisión,2022,1,20,5.0
M-407,Salida de la vía por la derecha con colisión,2024,1,21,4.7619
M-407,Salida de la vía por la derecha con vuelco,2021,2,20,10.0
M-407,Salida de la vía por la derecha otro tipo,2018,2,22,9.0909
M-407,Salida de la vía por la derecha otro tipo,2019,2,34,5.8824
M-407,Salida de la vía por la derecha otro tipo,2020,1,15,6.6667
M-407,Salida de la vía por la derecha otro tipo,2021,1,20,5.0
M-407,Salida de la vía por la izquierda con colisión,2016,1,23,4.3478
M-407,Salida de la vía por la izquierda con colisión,2017,2,25,8.0
M-407,Salida de la vía por la izquierda con colisión,2018,3,22,13.6364
M-407,Salida de la vía por la izquierda con colisión,2019,2,34,5.8824
M-407,Salida de la vía por la izquierda con colisión,2021,1,20,5.0
M-407,Salida de la vía por la izquierda con colisión,2022,1,20,5.0
M-407,Salida de la vía por la izquierda con colisión,2023,1,10,10.0
M-407,Salida de la vía por la izquierda con colisión,2024,3,21,14.2857
M-407,Salida de la vía por la izquierda con vuelco,2017,2,25,8.0
M-407,Salida de la vía por la izquierda con vuelco,2018,2,22,9.0909
M-407,Salida de la vía por la izquierda con vuelco,2019,3,34,8.8235
M-407,Salida de la vía por la izquierda con vuelco,2022,1,20,5.0
M-407,Salida de la vía por la izquierda con vuelco,2023,1,10,10.0
M-407,Salida de la vía por la izquierda con vuelco,2024,2,21,9.5238
M-407,"Salida de la vía por la izquierda, otro tipo",2016,2,23,8.6957
M-407,"Salida de la vía por la izquierda, otro tipo",2020,1,15,6.6667
M-407,"Salida de la vía por la izquierda, otro tipo",2024,1,21,4.7619
M-407,Vuelco,2016,1,23,4.3478
M-408,Atropello a personas,2017,1,22,4.5455
M-408,Atropello a personas,2019,3,15,20.0
M-408,Atropello a personas,2022,1,17,5.8824
M-408,Atropello a personas,2023,1,11,9.0909
M-408,Caída,2017,1,22,4.5455
M-408,Caída,2019,1,15,6.6667
M-408,Caída,2021,3,12,25.0
M-408,Caída,2022,1,17,5.8824
M-408,Colisión contra obstáculo o elemento de la vía,2016,1,10,10.0
M-408,Colisión frontal,2020,1,5,20.0
M-408,Colisión frontal,2021,1,12,8.3333
M-408,Colisión frontal,2024,1,12,8.3333
M-408,Colisión fronto-lateral,2016,1,10,10.0
M-408,Colisión fronto-lateral,2017,4,22,18.1818
M-408,Colisión fronto-lateral,2018,1,16,6.25
M-408,Colisión fronto-lateral,2019,2,15,13.3333
M-408,Colisión fronto-lateral,2021,2,12,16.6667
M-408,Colisión fronto-lateral,2022,1,17,5.8824
M-408,Colisión fronto-lateral,2024,1,12,8.3333
M-408,Colisión lateral,2017,3,22,13.6364
M-408,Colisión lateral,2018,1,16,6.25
M-408,Colisión lateral,2019,2,15,13.3333
M-408,Colisión lateral,2022,3,17,17.6471
M-408,Colisión lateral,2023,1,11,9.0909
M-408,Colisión múltiple,2016,4,10,40.0
M-408,Colisión múltiple,2017,2,22,9.0909
M-408,Colisión múltiple,2020,1,5,20.0
M-408,Colisión múltiple,2022,2,17,11.7647
M-408,Colisión múltiple,2023,1,11,9.0909
M-408,Colisión múltiple,2024,3,12,25.0
M-408,Colisión por alcance,2016,3,10,30.0
M-408,Colisión por alcance,2017,5,22,22.7273
M-408,Colisión por alcance,2018,12,16,75.0
M-408,Colisión por alcance,2019,6,15,40.0
M-408,Colisión por alcance,2020,2,5,40.0
M-408,Colisión por alcance,2021,6,12,50.0
M-408,Colisión por alcance,2022,8,17,47.0588
M-408,Colisión por alcance,2023,8,11,72.7273
M-408,Colisión por alcance,2024,5,12,41.6667
M-408,Otro tipo de accidente,2024,1,12,8.3333
M-408,Salida de la vía por la derecha con colisión,2017,4,22,18.1818
M-408,Salida de la vía por la derecha con colisión,2018,2,16,12.5
M-408,Salida de la vía por la derecha con vuelco,2017,1,22,4.5455
M-408,Salida de la vía por la derecha otro tipo,2017,1,22,4.5455
M-408,Salida de la vía por la izquierda con colisión,2016,1,10,10.0
M-408,Salida de la vía por la izquierda con colisión,2019,1,15,6.6667
M-408,Salida de la vía por la izquierda con colisión,2020,1,5,20.0
M-408,Salida de la vía por la izquierda con vuelco,2022,1,17,5.8824
M-408,"Salida de la vía por la izquierda, otro tipo",2024,1,12,8.3333
M-409,Atropello a personas,2017,1,13,7.6923
M-409,Atropello a personas,2023,1,6,16.6667
M-409,Caída,2021,1,4,25.0
M-409,Caída,2024,1,11,9.0909
M-409,Colisión contra obstáculo o elemento de la vía,2017,1,13,7.6923
M-409,Colisión contra obstáculo o elemento de la vía,2021,1,4,25.0
M-409,Colisión contra obstáculo o elemento de la vía,2022,1,6,16.6667
M-409,Colisión contra obstáculo o elemento de la vía,2024,1,11,9.0909
M-409,Colisión fronto-lateral,2016,1,8,12.5
M-409,Colisión fronto-lateral,2017,1,13,7.6923
M-409,Colisión fronto-lateral,2021,1,4,25.0
M-409,Colisión fronto-lateral,2022,1,6,16.6667
M-409,Colisión fronto-lateral,2024,2,11,18.1818
M-409,Colisión lateral,2018,1,7,14.2857
M-409,Colisión lateral,2019,1,9,11.1111
M-409,Colisión múltiple,2016,2,8,25.0
M-409,Colisión múltiple,2018,1,7,14.2857
M-409,Colisión múltiple,2019,1,9,11.1111
M-409,Colisión múltiple,2021,1,4,25.0
M-409,Colisión múltiple,2023,1,6,16.6667
M-409,Colisión múltiple,2024,1,11,9.0909
M-409,Colisión por alcance,2016,3,8,37.5
M-409,Colisión por alcance,2017,9,13,69.2308
M-409,Colisión por alcance,2018,3,7,42.8571
M-409,Colisión por alcance,2019,6,9,66.6667
M-409,Colisión por alcance,2022,2,6,33.3333
M-409,Colisión por alcance,2023,2,6,33.3333
M-409,Colisión por alcance,2024,5,11,45.4545
M-409,Otro tipo de accidente,2023,1,6,16.6667
M-409,Salida de la vía por la derecha con colisión,2016,1,8,12.5
M-409,Salida de la vía por la derecha con colisión,2018,1,7,14.2857
M-409,Salida de la vía por la derecha con colisión,2022,1,6,16.6667
M-409,Salida de la vía por la derecha con vuelco,2018,1,7,14.2857
M-409,Salida de la vía por la derecha con vuelco,2023,1,6,16.6667
M-409,Salida de la vía por la izquierda con colisión,2017,1,13,7.6923
M-409,"Salida de la vía por la izquierda, otro tipo",2016,1,8,12.5
M-409,"Salida de la vía por la izquierda, otro tipo",2019,1,9,11.1111
M-409,"Salida de la vía por la izquierda, otro tipo",2020,1,1,100.0
M-409,"Salida de la vía por la izquierda, otro tipo",2022,1,6,16.6667
M-409,"Salida de la vía por la izquierda, otro tipo",2024,1,11,9.0909
M-410,Colisión contra obstáculo o elemento de la vía,2021,1,3,33.3333
M-410,Colisión contra obstáculo o elemento de la vía,2024,1,6,16.6667
M-410,Colisión frontal,2016,2,6,33.3333
M-410,Colisión frontal,2017,1,3,33.3333
M-410,Colisión frontal,2020,3,7,42.8571
M-410,Colisión fronto-lateral,2016,1,6,16.6667
M-410,Colisión fronto-lateral,2018,1,6,16.6667
M-410,Colisión fronto-lateral,2019,1,6,16.6667
M-410,Colisión fronto-lateral,2021,1,3,33.3333
M-410,Colisión fronto-lateral,2023,1,5,20.0
M-410,Colisión lateral,2017,1,3,33.3333
M-410,Colisión lateral,2020,2,7,28.5714
M-410,Colisión por alcance,2018,1,6,16.6667
M-410,Colisión por alcance,2019,1,6,16.6667
M-410,Colisión por alcance,2022,1,4,25.0
M-410,Colisión por alcance,2023,2,5,40.0
M-410,Colisión por alcance,2024,1,6,16.6667
M-410,Otro tipo de accidente,2018,1,6,16.6667
M-410,Otro tipo de accidente,2022,1,4,25.0
M-410,Salida de la vía por la derecha con colisión,2024,1,6,16.6667
M-410,Salida de la vía por la derecha con despeñamiento,2017,1,3,33.3333
M-410,Salida de la vía por la derecha con vuelco,2019,2,6,33.3333
M-410,Salida de la vía por la derecha con vuelco,2023,1,5,20.0
M-410,Salida de la vía por la derecha otro tipo,2016,1,6,16.6667
M-410,Salida de la vía por la derecha otro tipo,2019,1,6,16.6667
M-410,Salida de la vía por la derecha otro tipo,2020,1,7,14.2857
M-410,Salida de la vía por la derecha otro tipo,2022,1,4,25.0
M-410,Salida de la vía por la derecha otro tipo,2023,1,5,20.0
M-410,Salida de la vía por la derecha otro tipo,2024,1,6,16.6667
M-410,Salida de la vía por la izquierda con colisión,2016,2,6,33.3333
M-410,Salida de la vía por la izquierda con colisión,2018,1,6,16.6667
M-410,Salida de la vía por la izquierda con colisión,2020,1,7,14.2857
M-410,Salida de la vía por la izquierda con vuelco,2018,2,6,33.3333
M-410,Salida de la vía por la izquierda con vuelco,2019,1,6,16.6667
M-410,Salida de la vía por la izquierda con vuelco,2021,1,3,33.3333
M-410,Salida de la vía por la izquierda con vuelco,2024,1,6,16.6667
M-410,"Salida de la vía por la izquierda, otro tipo",2022,1,4,25.0
M-410,"Salida de la vía por la izquierda, otro tipo",2024,1,6,16.6667
M-413,Atropello a personas,2017,2,18,11.1111
M-413,Atropello a personas,2018,1,7,14.2857
M-413,Atropello a personas,2019,2,13,15.3846
M-413,Atropello a personas,2021,1,11,9.0909
M-413,Atropello a personas,2022,4,15,26.6667
M-413,Atropello a personas,2023,1,7,14.2857
M-413,Atropello a personas,2024,2,9,22.2222
M-413,Caída,2017,3,18,16.6667
M-413,Caída,2018,1,7,14.2857
M-413,Caída,2019,1,13,7.6923
M-413,Caída,2021,1,11,9.0909
M-413,Caída,2022,1,15,6.6667
M-413,Colisión frontal,2016,2,16,12.5
M-413,Colisión frontal,2017,3,18,16.6667
M-413,Colisión frontal,2019,1,13,7.6923
M-413,Colisión frontal,2020,1,6,16.6667
M-413,Colisión frontal,2021,1,11,9.0909
M-413,Colisión frontal,2022,2,15,13.3333
M-413,Colisión fronto-lateral,2016,6,16,37.5
M-413,Colisión fronto-lateral,2017,1,18,5.5556
M-413,Colisión fronto-lateral,2018,1,7,14.2857
M-413,Colisión fronto-lateral,2019,1,13,7.6923
M-413,Colisión fronto-lateral,2020,2,6,33.3333
M-413,Colisión fronto-lateral,2021,2,11,18.1818
M-413,Colisión fronto-lateral,2022,2,15,13.3333
M-413,Colisión fronto-lateral,2024,1,9,11.1111
M-413,Colisión lateral,2017,1,18,5.5556
M-413,Colisión lateral,2019,1,13,7.6923
M-413,Colisión lateral,2020,1,6,16.6667
M-413,Colisión lateral,2021,2,11,18.1818
M-413,Colisión lateral,2023,1,7,14.2857
M-413,Colisión lateral,2024,2,9,22.2222
M-413,Colisión por alcance,2016,1,16,6.25
M-413,Colisión por alcance,2017,2,18,11.1111
M-413,Colisión por alcance,2019,3,13,23.0769
M-413,Colisión por alcance,2020,1,6,16.6667
M-413,Colisión por alcance,2022,3,15,20.0
M-413,Colisión por alcance,2023,3,7,42.8571
M-413,Colisión por alcance,2024,3,9,33.3333
M-413,Salida de la vía por la derecha con colisión,2016,2,16,12.5
M-413,Salida de la vía por la derecha con colisión,2017,1,18,5.5556
M-413,Salida de la vía por la derecha con colisión,2021,1,11,9.0909
M-413,Salida de la vía por la derecha con colisión,2022,1,15,6.6667
M-413,Salida de la vía por la derecha con colisión,2023,2,7,28.5714
M-413,Salida de la vía por la derecha con vuelco,2018,1,7,14.2857
M-413,Salida de la vía por la derecha con vuelco,2019,1,13,7.6923
M-413,Salida de la vía por la derecha con vuelco,2021,1,11,9.0909
M-413,Salida de la vía por la derecha otro tipo,2016,3,16,18.75
M-413,Salida de la vía por la derecha otro tipo,2017,1,18,5.5556
M-413,Salida de la vía por la derecha otro tipo,2018,1,7,14.2857
M-413,Salida de la vía por la derecha otro tipo,2019,2,13,15.3846
M-413,Salida de la vía por la derecha otro tipo,2021,1,11,9.0909
M-413,Salida de la vía por la derecha otro tipo,2024,1,9,11.1111
M-413,Salida de la vía por la izquierda con colisión,2016,1,16,6.25
M-413,Salida de la vía por la izquierda con colisión,2017,1,18,5.5556
M-413,Salida de la vía por la izquierda con colisión,2018,1,7,14.2857
M-413,Salida de la vía por la izquierda con colisión,2019,1,13,7.6923
M-413,Salida de la vía por la izquierda con colisión,2020,1,6,16.6667
M-413,Salida de la vía por la izquierda con colisión,2022,2,15,13.3333
M-413,Salida de la vía por la izquierda con vuelco,2017,2,18,11.1111
M-413,"Salida de la vía por la izquierda, otro tipo",2016,1,16,6.25
M-413,"Salida de la vía por la izquierda, otro tipo",2017,1,18,5.5556
M-413,"Salida de la vía por la izquierda, otro tipo",2018,1,7,14.2857
M-413,"Salida de la vía por la izquierda, otro tipo",2021,1,11,9.0909
M-415,Atropello a personas,2021,1,4,25.0
M-415,Caída,2016,1,6,16.6667
M-415,Colisión frontal,2019,1,5,20.0
M-415,Colisión frontal,2023,1,3,33.3333
M-415,Colisión fronto-lateral,2019,1,5,20.0
M-415,Colisión fronto-lateral,2021,1,4,25.0
M-415,Colisión fronto-lateral,2024,1,3,33.3333
M-415,Colisión lateral,2016,1,6,16.6667
M-415,Colisión lateral,2024,1,3,33.3333
M-415,Colisión múltiple,2018,1,1,100.0
M-415,Colisión múltiple,2019,2,5,40.0
M-415,Colisión por alcance,2016,3,6,50.0
M-415,Colisión por alcance,2017,2,2,100.0
M-415,Colisión por alcance,2019,1,5,20.0
M-415,Colisión por alcance,2020,1,1,100.0
M-415,Colisión por alcance,2021,2,4,50.0
M-415,Colisión por alcance,2022,1,1,100.0
M-415,Colisión por alcance,2023,2,3,66.6667
M-415,Colisión por alcance,2024,1,3,33.3333
M-415,Salida de la vía por la izquierda con vuelco,2016,1,6,16.6667
M-416,Colisión frontal,2018,1,1,100.0
M-416,Colisión fronto-lateral,2019,1,1,100.0
M-416A,Colisión fronto-lateral,2018,1,1,100.0
M-416RE1,Colisión frontal,2024,1,1,100.0
M-416RE1,Colisión fronto-lateral,2022,1,1,100.0
M-417,Atropello a personas,2024,1,3,33.3333
M-417,Caída,2017,1,4,25.0
M-417,Caída,2022,1,1,100.0
M-417,Colisión frontal,2017,1,4,25.0
M-417,Colisión fronto-lateral,2017,1,4,25.0
M-417,Colisión fronto-lateral,2018,3,5,60.0
M-417,Colisión fronto-lateral,2019,1,3,33.3333
M-417,Colisión fronto-lateral,2020,1,2,50.0
M-417,Colisión fronto-lateral,2021,3,3,100.0
M-417,Colisión fronto-lateral,2023,2,2,100.0
M-417,Colisión por alcance,2018,1,5,20.0
M-417,Colisión por alcance,2019,2,3,66.6667
M-417,Otro tipo de accidente,2020,1,2,50.0
M-417,Salida de la vía por la derecha otro tipo,2018,1,5,20.0
M-417,Salida de la vía por la izquierda con colisión,2017,1,4,25.0
M-417,"Salida de la vía por la izquierda, otro tipo",2024,2,3,66.6667
M-419,Atropello a animales,2016,1,3,33.3333
M-419,Caída,2024,1,5,20.0
M-419,Colisión contra obstáculo o elemento de la vía,2024,1,5,20.0
M-419,Colisión frontal,2017,1,1,100.0
M-419,Colisión frontal,2021,1,2,50.0
M-419,Colisión frontal,2022,1,1,100.0
M-419,Colisión lateral,2018,2,3,66.6667
M-419,Colisión lateral,2023,1,2,50.0
M-419,Colisión lateral,2024,1,5,20.0
M-419,Colisión múltiple,2016,1,3,33.3333
M-419,Colisión por alcance,2020,1,3,33.3333
M-419,Colisión por alcance,2023,1,2,50.0
M-419,Colisión por alcance,2024,2,5,40.0
M-419,Salida de la vía por la derecha con colisión,2016,1,3,33.3333
M-419,Salida de la vía por la derecha con vuelco,2018,1,3,33.3333
M-419,Salida de la vía por la derecha con vuelco,2019,1,1,100.0
M-419,Salida de la vía por la derecha con vuelco,2021,1,2,50.0
M-419,Salida de la vía por la derecha otro tipo,2020,1,3,33.3333
M-419,"Salida de la vía por la izquierda, otro tipo",2020,1,3,33.3333
M-421,Atropello a personas,2019,1,5,20.0
M-421,Caída,2019,1,5,20.0
M-421,Caída,2021,2,3,66.6667
M-421,Colisión contra obstáculo o elemento de la vía,2016,1,2,50.0
M-421,Colisión fronto-lateral,2018,1,2,50.0
M-421,Colisión fronto-lateral,2019,1,5,20.0
M-421,Colisión fronto-lateral,2020,2,4,50.0
M-421,Colisión lateral,2018,1,2,50.0
M-421,Colisión múltiple,2017,1,2,50.0
M-421,Colisión por alcance,2017,1,2,50.0
M-421,Colisión por alcance,2019,1,5,20.0
M-421,Colisión por alcance,2020,1,4,25.0
M-421,Colisión por alcance,2021,1,3,33.3333
M-421,Colisión por alcance,2022,3,3,100.0
M-421,Colisión por alcance,2023,1,1,100.0
M-421,Colisión por alcance,2024,1,1,100.0
M-421,Salida de la vía por la derecha otro tipo,2016,1,2,50.0
M-421,Salida de la vía por la derecha otro tipo,2019,1,5,20.0
M-421,Salida de la vía por la derecha otro tipo,2020,1,4,25.0
M-423,Atropello a personas,2018,1,11,9.0909
M-423,Caída,2017,1,5,20.0
M-423,Caída,2020,1,3,33.3333
M-423,Caída,2022,1,4,25.0
M-423,Caída,2023,1,11,9.0909
M-423,Colisión contra obstáculo o elemento de la vía,2017,1,5,20.0
M-423,Colisión contra obstáculo o elemento de la vía,2023,1,11,9.0909
M-423,Colisión contra obstáculo o elemento de la vía,2024,1,3,33.3333
M-423,Colisión fronto-lateral,2016,1,5,20.0
M-423,Colisión fronto-lateral,2017,1,5,20.0
M-423,Colisión fronto-lateral,2019,1,3,33.3333
M-423,Colisión fronto-lateral,2021,2,4,50.0
M-423,Colisión fronto-lateral,2023,2,11,18.1818
M-423,Colisión lateral,2018,1,11,9.0909
M-423,Colisión lateral,2021,1,4,25.0
M-423,Colisión lateral,2024,1,3,33.3333
M-423,Colisión por alcance,2023,2,11,18.1818
M-423,Salida de la vía por la derecha con colisión,2016,1,5,20.0
M-423,Salida de la vía por la derecha con colisión,2017,1,5,20.0
M-423,Salida de la vía por la derecha con colisión,2018,1,11,9.0909
M-423,Salida de la vía por la derecha con colisión,2020,1,3,33.3333
M-423,Salida de la vía por la derecha con vuelco,2016,1,5,20.0
M-423,Salida de la vía por la derecha con vuelco,2023,1,11,9.0909
M-423,Salida de la vía por la derecha otro tipo,2022,1,4,25.0
M-423,Salida de la vía por la derecha otro tipo,2023,1,11,9.0909
M-423,Salida de la vía por la izquierda con colisión,2016,1,5,20.0
M-423,Salida de la vía por la izquierda con colisión,2018,4,11,36.3636
M-423,Salida de la vía por la izquierda con colisión,2019,2,3,66.6667
M-423,Salida de la vía por la izquierda con colisión,2021,1,4,25.0
M-423,Salida de la vía por la izquierda con colisión,2022,1,4,25.0
M-423,Salida de la vía por la izquierda con colisión,2023,2,11,18.1818
M-423,Salida de la vía por la izquierda con vuelco,2018,1,11,9.0909
M-423,Salida de la vía por la izquierda con vuelco,2022,1,4,25.0
M-423,"Salida de la vía por la izquierda, otro tipo",2016,1,5,20.0
M-423,"Salida de la vía por la izquierda, otro tipo",2017,1,5,20.0
M-423,"Salida de la vía por la izquierda, otro tipo",2018,3,11,27.2727
M-423,"Salida de la vía por la izquierda, otro tipo",2020,1,3,33.3333
M-423,"Salida de la vía por la izquierda, otro tipo",2024,1,3,33.3333
M-423,Vuelco,2023,1,11,9.0909
M-425,Caída,2017,1,5,20.0
M-425,Caída,2020,1,6,16.6667
M-425,Caída,2022,1,4,25.0
M-425,Caída,2024,1,6,16.6667
M-425,Colisión fronto-lateral,2016,2,4,50.0
M-425,Colisión fronto-lateral,2017,1,5,20.0
M-425,Colisión fronto-lateral,2019,4,10,40.0
M-425,Colisión fronto-lateral,2020,2,6,33.3333
M-425,Colisión fronto-lateral,2021,4,6,66.6667
M-425,Colisión fronto-lateral,2022,1,4,25.0
M-425,Colisión fronto-lateral,2023,1,5,20.0
M-425,Colisión lateral,2017,2,5,40.0
M-425,Colisión lateral,2018,1,5,20.0
M-425,Colisión lateral,2020,1,6,16.6667
M-425,Colisión lateral,2024,1,6,16.6667
M-425,Colisión múltiple,2018,1,5,20.0
M-425,Colisión múltiple,2019,2,10,20.0
M-425,Colisión por alcance,2016,1,4,25.0
M-425,Colisión por alcance,2017,1,5,20.0
M-425,Colisión por alcance,2018,2,5,40.0
M-425,Colisión por alcance,2019,4,10,40.0
M-425,Colisión por alcance,2021,2,6,33.3333
M-425,Colisión por alcance,2023,2,5,40.0
M-425,Colisión por alcance,2024,4,6,66.6667
M-425,Salida de la vía por la derecha con colisión,2016,1,4,25.0
M-425,Salida de la vía por la derecha otro tipo,2018,1,5,20.0
M-425,Salida de la vía por la derecha otro tipo,2022,1,4,25.0
M-425,Salida de la vía por la izquierda con colisión,2023,2,5,40.0
M-425,"Salida de la vía por la izquierda, otro tipo",2020,2,6,33.3333
M-425,"Salida de la vía por la izquierda, otro tipo",2022,1,4,25.0
M-45,Atropello a personas,2016,1,58,1.7241
M-45,Atropello a personas,2017,4,66,6.0606
M-45,Atropello a personas,2020,3,40,7.5
M-45,Atropello a personas,2021,2,51,3.9216
M-45,Atropello a personas,2022,1,60,1.6667
M-45,Atropello a personas,2024,1,80,1.25
M-45,Caída,2016,3,58,5.1724
M-45,Caída,2017,1,66,1.5152
M-45,Caída,2019,1,67,1.4925
M-45,Caída,2020,1,40,2.5
M-45,Caída,2021,1,51,1.9608
M-45,Caída,2022,1,60,1.6667
M-45,Caída,2023,3,78,3.8462
M-45,Caída,2024,5,80,6.25
M-45,Colisión contra obstáculo o elemento de la vía,2016,2,58,3.4483
M-45,Colisión contra obstáculo o elemento de la vía,2017,2,66,3.0303
M-45,Colisión contra obstáculo o elemento de la vía,2019,1,67,1.4925
M-45,Colisión contra obstáculo o elemento de la vía,2022,2,60,3.3333
M-45,Colisión contra obstáculo o elemento de la vía,2023,2,78,2.5641
M-45,Colisión contra obstáculo o elemento de la vía,2024,1,80,1.25
